merge_scale,metric,value,selected
0.0,forecast/mse,0.3012790083885193,0
0.05,forecast/mse,0.2894638180732727,0
0.1,forecast/mse,0.27835363149642944,0
0.15,forecast/mse,0.26793450117111206,0
0.2,forecast/mse,0.25821158289909363,0
0.25,forecast/mse,0.24922014772891998,0
0.3,forecast/mse,0.24102678894996643,0
0.35,forecast/mse,0.23373155295848846,0
0.4,forecast/mse,0.2274729460477829,0
0.45,forecast/mse,0.22239920496940613,0
0.5,forecast/mse,0.2186959981918335,0
0.55,forecast/mse,0.21655656397342682,0
0.6,forecast/mse,0.21621932089328766,1
0.65,forecast/mse,0.21794217824935913,0
0.7,forecast/mse,0.22198551893234253,0
0.75,forecast/mse,0.22861775755882263,0
0.8,forecast/mse,0.23806217312812805,0
0.85,forecast/mse,0.2505468726158142,0
0.9,forecast/mse,0.26628658175468445,0
0.95,forecast/mse,0.28545644879341125,0
1.0,forecast/mse,0.3081907033920288,0
1.05,forecast/mse,0.3345814645290375,0
1.1,forecast/mse,0.3646393418312073,0
1.15,forecast/mse,0.39831599593162537,0
1.2,forecast/mse,0.4354933500289917,0
