step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform
0,1.0,1.0,0.024760453004193772,0.2,1.3666774667272512
1,0.9502897921863173,0.5,0.4733354933454503,0.2,1.3666774667272512
2,0.13408445886595738,0.3333333333333333,0.07712868317636584,0.2,1.3666774667272512
3,0.3469689116566619,0.25,0.3056287322722562,0.2,1.3666774667272512
4,0.119146638201734,0.2,0.119146638201734,0.2,1.3666774667272512
