i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.2082633926026762,1
0,2,0.12577267068409742,2
1,0,0.2082633926026762,1
1,1,1.0,0
1,2,0.13800714729868765,1
2,0,0.12577267068409742,2
2,1,0.13800714729868765,1
2,2,1.0,0
