i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.07829747218258659,1
0,2,0.05250181387940531,2
1,0,0.07829747218258659,1
1,1,1.0,0
1,2,0.21591201282229197,1
2,0,0.05250181387940531,2
2,1,0.21591201282229197,1
2,2,1.0,0
