step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.3823687376571007,0.3333333333333333,0.24107092277027325,64,0,7
1,0.48814372569997894,0.5,0.36465490326632366,0.3333333333333333,0.24107092277027325,64,0,7
2,0.25297635907657556,0.3333333333333333,0.25297635907657556,0.3333333333333333,0.24107092277027325,64,0,7
