parameter,i,j,cosine
decoder.encoder.layers.1.norm1.bias,2,1,0.42980311008403116
decoder.encoder.layers.1.norm1.weight,0,1,0.6459903442803291
decoder.encoder.layers.1.norm1.weight,0,2,0.38574841708250307
decoder.encoder.layers.1.norm1.weight,1,0,0.6459903442803291
decoder.encoder.layers.1.norm1.weight,1,2,0.47160045948474716
decoder.encoder.layers.1.norm1.weight,2,0,0.38574841708250307
decoder.encoder.layers.1.norm1.weight,2,1,0.47160045948474716
decoder.encoder.layers.1.norm2.bias,0,1,0.4167746617073931
decoder.encoder.layers.1.norm2.bias,0,2,0.3891302904764862
decoder.encoder.layers.1.norm2.bias,1,0,0.4167746617073931
decoder.encoder.layers.1.norm2.bias,1,2,0.6970587938199424
decoder.encoder.layers.1.norm2.bias,2,0,0.3891302904764862
decoder.encoder.layers.1.norm2.bias,2,1,0.6970587938199424
decoder.encoder.layers.1.norm2.weight,0,1,0.3672306773798995
decoder.encoder.layers.1.norm2.weight,0,2,0.24242297342317778
decoder.encoder.layers.1.norm2.weight,1,0,0.3672306773798995
decoder.encoder.layers.1.norm2.weight,1,2,0.3614001458353259
decoder.encoder.layers.1.norm2.weight,2,0,0.24242297342317778
decoder.encoder.layers.1.norm2.weight,2,1,0.3614001458353259
decoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.4375964882943035
decoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.20471507156729407
decoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.4375964882943035
decoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.4892240635399961
decoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.20471507156729407
decoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.4892240635399961
decoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.24188903382872473
decoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.12390942071765917
decoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.24188903382872473
decoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.1730865324020427
decoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.12390942071765917
decoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.1730865324020427
decoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.8370454051471189
decoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.2917461594478465
decoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.8370454051471189
decoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.24391071335890468
decoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.2917461594478465
decoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.24391071335890468
decoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.3331048454145926
decoder.encoder.layers.1.self_attn.out_proj.weight,0,2,-0.005228757358815182
decoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.3331048454145926
decoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.06972616763610166
decoder.encoder.layers.1.self_attn.out_proj.weight,2,0,-0.005228757358815182
decoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.06972616763610166
decoder.norm.bias,0,1,0.7131251100347803
decoder.norm.bias,0,2,-0.011527394212774397
decoder.norm.bias,1,0,0.7131251100347803
decoder.norm.bias,1,2,0.2049885666992426
decoder.norm.bias,2,0,-0.011527394212774397
decoder.norm.bias,2,1,0.2049885666992426
decoder.norm.weight,0,1,0.6153948684585624
decoder.norm.weight,0,2,0.36977449403650037
decoder.norm.weight,1,0,0.6153948684585624
decoder.norm.weight,1,2,0.7459648353171362
decoder.norm.weight,2,0,0.36977449403650037
decoder.norm.weight,2,1,0.7459648353171362
decoder.output_projection.bias,0,1,0.3083701179923708
decoder.output_projection.bias,0,2,0.08383562367462986
decoder.output_projection.bias,1,0,0.3083701179923708
decoder.output_projection.bias,1,2,0.6137063234331025
decoder.output_projection.bias,2,0,0.08383562367462986
decoder.output_projection.bias,2,1,0.6137063234331025
decoder.output_projection.weight,0,1,0.2446602221913282
decoder.output_projection.weight,0,2,0.06599715643354014
decoder.output_projection.weight,1,0,0.2446602221913282
decoder.output_projection.weight,1,2,0.2082924639264624
decoder.output_projection.weight,2,0,0.06599715643354014
decoder.output_projection.weight,2,1,0.2082924639264624
decoder_mask_token,0,1,0.6684066947573241
decoder_mask_token,0,2,0.035408341926032136
decoder_mask_token,1,0,0.6684066947573241
decoder_mask_token,1,2,0.08028119752154635
decoder_mask_token,2,0,0.035408341926032136
decoder_mask_token,2,1,0.08028119752154635
decoder_pos_enc,0,1,0.5111233482596514
decoder_pos_enc,0,2,0.19053728738035663
decoder_pos_enc,1,0,0.5111233482596514
decoder_pos_enc,1,2,0.25406288758126405
decoder_pos_enc,2,0,0.19053728738035663
decoder_pos_enc,2,1,0.25406288758126405
encoder.encoder.layers.0.linear1.bias,0,1,0.30373178531437983
encoder.encoder.layers.0.linear1.bias,0,2,0.3317166442758589
encoder.encoder.layers.0.linear1.bias,1,0,0.30373178531437983
encoder.encoder.layers.0.linear1.bias,1,2,0.296603783790141
encoder.encoder.layers.0.linear1.bias,2,0,0.3317166442758589
encoder.encoder.layers.0.linear1.bias,2,1,0.296603783790141
encoder.encoder.layers.0.linear1.weight,0,1,0.128684717354118
encoder.encoder.layers.0.linear1.weight,0,2,0.11321984803287886
encoder.encoder.layers.0.linear1.weight,1,0,0.128684717354118
encoder.encoder.layers.0.linear1.weight,1,2,0.11101869104204447
encoder.encoder.layers.0.linear1.weight,2,0,0.11321984803287886
encoder.encoder.layers.0.linear1.weight,2,1,0.11101869104204447
encoder.encoder.layers.0.linear2.bias,0,1,0.29658438502874535
encoder.encoder.layers.0.linear2.bias,0,2,0.2698671634923475
encoder.encoder.layers.0.linear2.bias,1,0,0.29658438502874535
encoder.encoder.layers.0.linear2.bias,1,2,0.25440651917205975
encoder.encoder.layers.0.linear2.bias,2,0,0.2698671634923475
encoder.encoder.layers.0.linear2.bias,2,1,0.25440651917205975
encoder.encoder.layers.0.linear2.weight,0,1,0.13571139346094974
encoder.encoder.layers.0.linear2.weight,0,2,0.1553585007672541
encoder.encoder.layers.0.linear2.weight,1,0,0.13571139346094974
encoder.encoder.layers.0.linear2.weight,1,2,0.12702060469319765
encoder.encoder.layers.0.linear2.weight,2,0,0.1553585007672541
encoder.encoder.layers.0.linear2.weight,2,1,0.12702060469319765
encoder.encoder.layers.0.norm1.bias,0,1,0.8525214869895374
encoder.encoder.layers.0.norm1.bias,0,2,0.7803680281554574
encoder.encoder.layers.0.norm1.bias,1,0,0.8525214869895374
encoder.encoder.layers.0.norm1.bias,1,2,0.7628618174622553
encoder.encoder.layers.0.norm1.bias,2,0,0.7803680281554574
encoder.encoder.layers.0.norm1.bias,2,1,0.7628618174622553
encoder.encoder.layers.0.norm1.weight,0,1,0.23184276210795213
encoder.encoder.layers.0.norm1.weight,0,2,0.13642664331831564
encoder.encoder.layers.0.norm1.weight,1,0,0.23184276210795213
encoder.encoder.layers.0.norm1.weight,1,2,0.2432335432531123
encoder.encoder.layers.0.norm1.weight,2,0,0.13642664331831564
encoder.encoder.layers.0.norm1.weight,2,1,0.2432335432531123
encoder.encoder.layers.0.norm2.bias,0,1,0.698910455394614
encoder.encoder.layers.0.norm2.bias,0,2,0.6175439520975011
encoder.encoder.layers.0.norm2.bias,1,0,0.698910455394614
encoder.encoder.layers.0.norm2.bias,1,2,0.6291954729642883
encoder.encoder.layers.0.norm2.bias,2,0,0.6175439520975011
encoder.encoder.layers.0.norm2.bias,2,1,0.6291954729642883
encoder.encoder.layers.0.norm2.weight,0,1,0.19147231407878723
encoder.encoder.layers.0.norm2.weight,0,2,0.18643915053774476
encoder.encoder.layers.0.norm2.weight,1,0,0.19147231407878723
encoder.encoder.layers.0.norm2.weight,1,2,0.2155883887351557
encoder.encoder.layers.0.norm2.weight,2,0,0.18643915053774476
encoder.encoder.layers.0.norm2.weight,2,1,0.2155883887351557
encoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.7243200311017803
encoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.7199997182584797
encoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.7243200311017803
encoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.6602261400402339
encoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.7199997182584797
encoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.6602261400402339
encoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.23363194621120464
encoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.27289133765020185
encoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.23363194621120464
encoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.1397888176489717
encoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.27289133765020185
encoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.1397888176489717
encoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.4191502673226448
encoder.encoder.layers.0.self_attn.out_proj.bias,0,2,0.3215733862910196
encoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.4191502673226448
encoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.3072239514143656
encoder.encoder.layers.0.self_attn.out_proj.bias,2,0,0.3215733862910196
encoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.3072239514143656
encoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.22854624330281825
encoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.16254303137060888
encoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.22854624330281825
encoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.1995561743031015
encoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.16254303137060888
encoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.1995561743031015
encoder.encoder.layers.1.linear1.bias,0,1,0.19908662027902016
encoder.encoder.layers.1.linear1.bias,0,2,0.22784324705102055
encoder.encoder.layers.1.linear1.bias,1,0,0.19908662027902016
encoder.encoder.layers.1.linear1.bias,1,2,0.1686142312697195
encoder.encoder.layers.1.linear1.bias,2,0,0.22784324705102055
encoder.encoder.layers.1.linear1.bias,2,1,0.1686142312697195
encoder.encoder.layers.1.linear1.weight,0,1,0.08272591807089004
encoder.encoder.layers.1.linear1.weight,0,2,0.0989682729468831
encoder.encoder.layers.1.linear1.weight,1,0,0.08272591807089004
encoder.encoder.layers.1.linear1.weight,1,2,0.08297928585386917
encoder.encoder.layers.1.linear1.weight,2,0,0.0989682729468831
encoder.encoder.layers.1.linear1.weight,2,1,0.08297928585386917
encoder.encoder.layers.1.linear2.bias,0,1,0.3261066085919323
encoder.encoder.layers.1.linear2.bias,0,2,0.2673701590606732
encoder.encoder.layers.1.linear2.bias,1,0,0.3261066085919323
encoder.encoder.layers.1.linear2.bias,1,2,0.18087630400920454
encoder.encoder.layers.1.linear2.bias,2,0,0.2673701590606732
encoder.encoder.layers.1.linear2.bias,2,1,0.18087630400920454
encoder.encoder.layers.1.linear2.weight,0,1,0.0778613929551517
encoder.encoder.layers.1.linear2.weight,0,2,0.11837348279110362
encoder.encoder.layers.1.linear2.weight,1,0,0.0778613929551517
encoder.encoder.layers.1.linear2.weight,1,2,0.08903033618665011
encoder.encoder.layers.1.linear2.weight,2,0,0.11837348279110362
encoder.encoder.layers.1.linear2.weight,2,1,0.08903033618665011
encoder.encoder.layers.1.norm1.bias,0,1,0.2504165247498722
encoder.encoder.layers.1.norm1.bias,0,2,0.3325241300088976
encoder.encoder.layers.1.norm1.bias,1,0,0.2504165247498722
encoder.encoder.layers.1.norm1.bias,1,2,0.39731223858203046
encoder.encoder.layers.1.norm1.bias,2,0,0.3325241300088976
encoder.encoder.layers.1.norm1.bias,2,1,0.39731223858203046
encoder.encoder.layers.1.norm1.weight,0,1,0.27501041120815106
encoder.encoder.layers.1.norm1.weight,0,2,0.4516427414170631
encoder.encoder.layers.1.norm1.weight,1,0,0.27501041120815106
encoder.encoder.layers.1.norm1.weight,1,2,0.219002930993997
encoder.encoder.layers.1.norm1.weight,2,0,0.4516427414170631
encoder.encoder.layers.1.norm1.weight,2,1,0.219002930993997
encoder.encoder.layers.1.norm2.bias,0,1,0.3056386674623555
encoder.encoder.layers.1.norm2.bias,0,2,0.5150421482099341
encoder.encoder.layers.1.norm2.bias,1,0,0.3056386674623555
encoder.encoder.layers.1.norm2.bias,1,2,0.14661223612671814
encoder.encoder.layers.1.norm2.bias,2,0,0.5150421482099341
encoder.encoder.layers.1.norm2.bias,2,1,0.14661223612671814
encoder.encoder.layers.1.norm2.weight,0,1,0.1970348788129647
encoder.encoder.layers.1.norm2.weight,0,2,0.2314299787458326
encoder.encoder.layers.1.norm2.weight,1,0,0.1970348788129647
encoder.encoder.layers.1.norm2.weight,1,2,0.23661722757403456
encoder.encoder.layers.1.norm2.weight,2,0,0.2314299787458326
encoder.encoder.layers.1.norm2.weight,2,1,0.23661722757403456
encoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.018772982771794615
encoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.061651379856682516
encoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.018772982771794615
encoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.3917315240220246
encoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.061651379856682516
encoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.3917315240220246
encoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.06165488184486304
encoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.12573589999181603
encoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.06165488184486304
encoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.15003798107164132
encoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.12573589999181603
encoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.15003798107164132
encoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.24101270041664502
encoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.31288229366045917
encoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.24101270041664502
encoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.03356604391326841
encoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.31288229366045917
encoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.03356604391326841
encoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.09573011047471554
encoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.23321429654800668
encoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.09573011047471554
encoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.11307864918914133
encoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.23321429654800668
encoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.11307864918914133
encoder.encoder.layers.2.linear1.bias,0,1,0.18460725991431534
encoder.encoder.layers.2.linear1.bias,0,2,0.2223249487742715
encoder.encoder.layers.2.linear1.bias,1,0,0.18460725991431534
encoder.encoder.layers.2.linear1.bias,1,2,0.10849620185933136
encoder.encoder.layers.2.linear1.bias,2,0,0.2223249487742715
encoder.encoder.layers.2.linear1.bias,2,1,0.10849620185933136
encoder.encoder.layers.2.linear1.weight,0,1,0.05938014682341388
encoder.encoder.layers.2.linear1.weight,0,2,0.0895325407756675
encoder.encoder.layers.2.linear1.weight,1,0,0.05938014682341388
encoder.encoder.layers.2.linear1.weight,1,2,0.07386952465146368
encoder.encoder.layers.2.linear1.weight,2,0,0.0895325407756675
encoder.encoder.layers.2.linear1.weight,2,1,0.07386952465146368
encoder.encoder.layers.2.linear2.bias,0,1,0.4957814920380067
encoder.encoder.layers.2.linear2.bias,0,2,0.3200156804787089
encoder.encoder.layers.2.linear2.bias,1,0,0.4957814920380067
encoder.encoder.layers.2.linear2.bias,1,2,0.46416084587792744
encoder.encoder.layers.2.linear2.bias,2,0,0.3200156804787089
encoder.encoder.layers.2.linear2.bias,2,1,0.46416084587792744
encoder.encoder.layers.2.linear2.weight,0,1,0.0972166211790298
encoder.encoder.layers.2.linear2.weight,0,2,0.11694786352307354
encoder.encoder.layers.2.linear2.weight,1,0,0.0972166211790298
encoder.encoder.layers.2.linear2.weight,1,2,0.07798938454176878
encoder.encoder.layers.2.linear2.weight,2,0,0.11694786352307354
encoder.encoder.layers.2.linear2.weight,2,1,0.07798938454176878
encoder.encoder.layers.2.norm1.bias,0,1,0.4526083191788544
encoder.encoder.layers.2.norm1.bias,0,2,0.7356089843594146
encoder.encoder.layers.2.norm1.bias,1,0,0.4526083191788544
encoder.encoder.layers.2.norm1.bias,1,2,0.2956213433171342
encoder.encoder.layers.2.norm1.bias,2,0,0.7356089843594146
encoder.encoder.layers.2.norm1.bias,2,1,0.2956213433171342
encoder.encoder.layers.2.norm1.weight,0,1,0.08572140164136922
encoder.encoder.layers.2.norm1.weight,0,2,0.49926866777382534
encoder.encoder.layers.2.norm1.weight,1,0,0.08572140164136922
encoder.encoder.layers.2.norm1.weight,1,2,0.23085672673593477
encoder.encoder.layers.2.norm1.weight,2,0,0.49926866777382534
encoder.encoder.layers.2.norm1.weight,2,1,0.23085672673593477
encoder.encoder.layers.2.norm2.bias,0,1,-0.012861965984803554
encoder.encoder.layers.2.norm2.bias,0,2,0.26040545730761516
encoder.encoder.layers.2.norm2.bias,1,0,-0.012861965984803554
encoder.encoder.layers.2.norm2.bias,1,2,0.011641807249809445
encoder.encoder.layers.2.norm2.bias,2,0,0.26040545730761516
encoder.encoder.layers.2.norm2.bias,2,1,0.011641807249809445
encoder.encoder.layers.2.norm2.weight,0,1,0.05692268572805171
encoder.encoder.layers.2.norm2.weight,0,2,0.014754461946089061
encoder.encoder.layers.2.norm2.weight,1,0,0.05692268572805171
encoder.encoder.layers.2.norm2.weight,1,2,0.053185461502486785
encoder.encoder.layers.2.norm2.weight,2,0,0.014754461946089061
encoder.encoder.layers.2.norm2.weight,2,1,0.053185461502486785
encoder.encoder.layers.2.self_attn.in_proj_bias,0,1,0.4065445224487887
encoder.encoder.layers.2.self_attn.in_proj_bias,0,2,0.753032626235875
encoder.encoder.layers.2.self_attn.in_proj_bias,1,0,0.4065445224487887
encoder.encoder.layers.2.self_attn.in_proj_bias,1,2,0.35301174943057595
encoder.encoder.layers.2.self_attn.in_proj_bias,2,0,0.753032626235875
encoder.encoder.layers.2.self_attn.in_proj_bias,2,1,0.35301174943057595
encoder.encoder.layers.2.self_attn.in_proj_weight,0,1,0.1265134731530784
encoder.encoder.layers.2.self_attn.in_proj_weight,0,2,0.25634345452209495
encoder.encoder.layers.2.self_attn.in_proj_weight,1,0,0.1265134731530784
encoder.encoder.layers.2.self_attn.in_proj_weight,1,2,0.12736845887675757
encoder.encoder.layers.2.self_attn.in_proj_weight,2,0,0.25634345452209495
encoder.encoder.layers.2.self_attn.in_proj_weight,2,1,0.12736845887675757
encoder.encoder.layers.2.self_attn.out_proj.bias,0,1,0.4444814970056409
encoder.encoder.layers.2.self_attn.out_proj.bias,0,2,0.25941922656712246
encoder.encoder.layers.2.self_attn.out_proj.bias,1,0,0.4444814970056409
encoder.encoder.layers.2.self_attn.out_proj.bias,1,2,0.14814922360479962
encoder.encoder.layers.2.self_attn.out_proj.bias,2,0,0.25941922656712246
encoder.encoder.layers.2.self_attn.out_proj.bias,2,1,0.14814922360479962
encoder.encoder.layers.2.self_attn.out_proj.weight,0,1,0.1651328290014791
encoder.encoder.layers.2.self_attn.out_proj.weight,0,2,0.17539245583022597
encoder.encoder.layers.2.self_attn.out_proj.weight,1,0,0.1651328290014791
encoder.encoder.layers.2.self_attn.out_proj.weight,1,2,0.11541821237439057
encoder.encoder.layers.2.self_attn.out_proj.weight,2,0,0.17539245583022597
encoder.encoder.layers.2.self_attn.out_proj.weight,2,1,0.11541821237439057
encoder.norm.bias,0,1,0.6548899863073315
encoder.norm.bias,0,2,0.3474102078698009
encoder.norm.bias,1,0,0.6548899863073315
encoder.norm.bias,1,2,0.28107638385703987
encoder.norm.bias,2,0,0.3474102078698009
encoder.norm.bias,2,1,0.28107638385703987
encoder.norm.weight,0,1,0.45150588156969795
encoder.norm.weight,0,2,0.44379234010409097
encoder.norm.weight,1,0,0.45150588156969795
encoder.norm.weight,1,2,0.4718820700916291
encoder.norm.weight,2,0,0.44379234010409097
encoder.norm.weight,2,1,0.4718820700916291
encoder_pos_enc,0,1,0.40030291929083495
encoder_pos_enc,0,2,0.4554835254636339
encoder_pos_enc,1,0,0.40030291929083495
encoder_pos_enc,1,2,0.35619318889602036
encoder_pos_enc,2,0,0.4554835254636339
encoder_pos_enc,2,1,0.35619318889602036
encoder_to_decoder.bias,0,1,0.730247322006845
encoder_to_decoder.bias,0,2,0.1489422551402853
encoder_to_decoder.bias,1,0,0.730247322006845
encoder_to_decoder.bias,1,2,0.16918706872374165
