i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.16729969589001872,1
0,2,0.1355195263294764,2
1,0,0.16729969589001872,1
1,1,1.0,0
1,2,0.12456212419215199,1
2,0,0.1355195263294764,2
2,1,0.12456212419215199,1
2,2,1.0,0
