parameter,shape,rank,i,j,angle_index,angle_rad
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,0,0.6648302038095969
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,1,1.0185518693923734
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,2,1.1039392704245303
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,3,1.1715188913063184
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,4,1.225005869509663
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,5,1.3137452210398752
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,6,1.3815287375417575
decoder.encoder.layers.0.linear1.weight,256x64,8,0,1,7,1.5115012671931374
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,0,0.8516858399127838
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,1,0.9310827030772603
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,2,1.1775267883729341
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,3,1.240596835124429
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,4,1.3066377199658101
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,5,1.445968625046041
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,6,1.4911026492689679
decoder.encoder.layers.0.linear1.weight,256x64,8,0,2,7,1.5548953687389575
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,0,0.6648302038095969
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,1,1.0185518693923734
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,2,1.1039392704245305
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,3,1.1715188913063186
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,4,1.225005869509663
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,5,1.3137452210398752
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,6,1.3815287375417575
decoder.encoder.layers.0.linear1.weight,256x64,8,1,0,7,1.5115012671931374
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,0,0.8970216407953179
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,1,1.037169156963287
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,2,1.0928445101581787
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,3,1.1848282418684124
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,4,1.3218575365689342
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,5,1.33281911537517
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,6,1.4001996948214777
decoder.encoder.layers.0.linear1.weight,256x64,8,1,2,7,1.4842008929586783
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,0,0.851685839912784
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,1,0.9310827030772606
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,2,1.1775267883729341
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,3,1.240596835124429
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,4,1.3066377199658101
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,5,1.445968625046041
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,6,1.4911026492689679
decoder.encoder.layers.0.linear1.weight,256x64,8,2,0,7,1.5548953687389577
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,0,0.8970216407953179
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,1,1.037169156963287
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,2,1.0928445101581792
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,3,1.1848282418684124
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,4,1.3218575365689342
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,5,1.33281911537517
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,6,1.4001996948214777
decoder.encoder.layers.0.linear1.weight,256x64,8,2,1,7,1.4842008929586783
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,0,0.3834437715427075
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,1,0.5183536688245566
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,2,0.6084490281246957
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,3,0.8860571385281615
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,4,0.9417677316668037
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,5,1.273868594537936
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,6,1.4396351466178752
decoder.encoder.layers.0.linear2.weight,64x256,8,0,1,7,1.5269713566727001
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,0,0.523050091285688
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,1,0.7432967667896193
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,2,0.871334413255653
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,3,0.9542329679710685
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,4,1.0632505112901562
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,5,1.208099888629647
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,6,1.4338369684759695
decoder.encoder.layers.0.linear2.weight,64x256,8,0,2,7,1.532141286678809
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,0,0.3834437715427072
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,1,0.5183536688245568
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,2,0.6084490281246967
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,3,0.8860571385281623
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,4,0.9417677316668037
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,5,1.273868594537936
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,6,1.4396351466178752
decoder.encoder.layers.0.linear2.weight,64x256,8,1,0,7,1.5269713566727
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,0,0.45602357282514405
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,1,0.6239598008763457
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,2,0.6681547863532872
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,3,0.9041774542846212
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,4,1.0306231074553496
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,5,1.1726402165873524
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,6,1.229525251923339
decoder.encoder.layers.0.linear2.weight,64x256,8,1,2,7,1.3104756055881546
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,0,0.5230500912856882
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,1,0.7432967667896189
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,2,0.8713344132556531
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,3,0.9542329679710687
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,4,1.0632505112901562
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,5,1.208099888629647
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,6,1.4338369684759695
decoder.encoder.layers.0.linear2.weight,64x256,8,2,0,7,1.5321412866788087
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,0,0.45602357282514405
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,1,0.6239598008763462
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,2,0.6681547863532874
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,3,0.9041774542846212
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,4,1.0306231074553496
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,5,1.1726402165873526
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,6,1.229525251923339
decoder.encoder.layers.0.linear2.weight,64x256,8,2,1,7,1.3104756055881546
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,0,0.6424801959309471
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,1,0.7814177259732602
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,2,1.008948729683922
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,3,1.1077616568384654
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,4,1.2350506792922464
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,5,1.2964987311357383
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,6,1.4134100547656752
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,1,7,1.5642256327761208
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,0,0.7283579943808353
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,1,0.8816164934645623
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,2,1.0464972420994585
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,3,1.1223906364604745
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,4,1.2913198400033075
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,5,1.3994318695765742
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,6,1.4869346023220051
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,0,2,7,1.5360458942515014
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,0,0.6424801959309475
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,1,0.7814177259732603
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,2,1.008948729683922
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,3,1.1077616568384654
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,4,1.2350506792922464
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,5,1.296498731135738
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,6,1.4134100547656752
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,0,7,1.5642256327761208
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,0,0.6881175461997195
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,1,0.8932399415026459
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,2,0.9847588930909248
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,3,1.1445820866443053
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,4,1.2460345314603962
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,5,1.3999807816986496
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,6,1.4448997553419518
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,1,2,7,1.4872162167562009
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,0,0.7283579943808344
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,1,0.881616493464562
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,2,1.0464972420994585
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,3,1.1223906364604745
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,4,1.2913198400033077
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,5,1.3994318695765742
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,6,1.4869346023220051
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,0,7,1.5360458942515014
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,0,0.6881175461997195
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,1,0.8932399415026455
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,2,0.9847588930909245
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,3,1.1445820866443053
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,4,1.246034531460396
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,5,1.3999807816986496
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,6,1.4448997553419516
decoder.encoder.layers.0.self_attn.in_proj_weight,192x64,8,2,1,7,1.4872162167562006
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,0,0.4222064745735142
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,1,0.6661513772920823
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,2,0.7743351316366724
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,3,1.0490391951922402
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,4,1.1867318041322843
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,5,1.3733644606976012
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,6,1.4038237489957717
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,1,7,1.445281737767696
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,0,0.4850193882977081
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,1,0.7325923875822071
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,2,0.7501882705335406
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,3,1.0738299462526395
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,4,1.1072325627693593
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,5,1.2205640251782655
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,6,1.3791313935654113
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,0,2,7,1.555271674540664
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,0,0.4222064745735142
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,1,0.666151377292083
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,2,0.774335131636673
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,3,1.04903919519224
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,4,1.186731804132284
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,5,1.3733644606976012
decoder.encoder.layers.0.self_attn.out_proj.weight,64x64,8,1,0,6,1.403823748995772
