singular_index,singular_value,p,cumulative_energy
0,2.351860808692774,0.7915671985049207,0.7915671985049207
1,1.0297726563380256,0.15175648913749035,0.9433236876424111
2,0.6293156224319117,0.05667631235758882,1.0
