temporal_distance,mean,std,n_pairs
1,0.20445308200313428,0.06756691634614238,4
2,0.17716461891401383,0.03554560369814073,3
3,0.20275813506323886,0.09121080094391382,2
4,0.09737836141083545,0.0,1
