merge_scale,split,metric,value
0.0,test,forecast/mse,0.549321174621582
0.0,test,forecast/rmse,0.7411620434301679
0.0,test,forecast/mae,0.4425625801086426
0.05,test,forecast/mse,0.49207788705825806
0.05,test,forecast/rmse,0.7014826348943058
0.05,test,forecast/mae,0.41491609811782837
0.1,test,forecast/mse,0.4482535421848297
0.1,test,forecast/rmse,0.6695173949830054
0.1,test,forecast/mae,0.39339375495910645
0.15,test,forecast/mse,0.41662856936454773
0.15,test,forecast/rmse,0.6454677136499918
0.15,test,forecast/mae,0.37904655933380127
0.2,test,forecast/mse,0.3968535363674164
0.2,test,forecast/rmse,0.6299631230218292
0.2,test,forecast/mae,0.3733673095703125
0.25,test,forecast/mse,0.3894861936569214
0.25,test,forecast/rmse,0.6240882899533698
0.25,test,forecast/mae,0.3776310384273529
0.3,test,forecast/mse,0.39585375785827637
0.3,test,forecast/rmse,0.6291691011630152
0.3,test,forecast/mae,0.39268040657043457
0.35,test,forecast/mse,0.4177868664264679
0.35,test,forecast/rmse,0.6463643449529591
0.35,test,forecast/mae,0.41793370246887207
0.4,test,forecast/mse,0.45725202560424805
0.4,test,forecast/rmse,0.6762041301295402
0.4,test,forecast/mae,0.4522596299648285
0.45,test,forecast/mse,0.516061544418335
0.45,test,forecast/rmse,0.7183742370229704
0.45,test,forecast/mae,0.49451935291290283
0.5,test,forecast/mse,0.5954976677894592
0.5,test,forecast/rmse,0.7716849537145708
0.5,test,forecast/mae,0.5433920621871948
0.55,test,forecast/mse,0.6960716247558594
0.55,test,forecast/rmse,0.8343090702826258
0.55,test,forecast/mae,0.5974597334861755
0.6,test,forecast/mse,0.8174977898597717
0.6,test,forecast/rmse,0.9041558437900912
0.6,test,forecast/mae,0.6553833484649658
0.65,test,forecast/mse,0.9588228464126587
0.65,test,forecast/rmse,0.9791949991767006
0.65,test,forecast/mae,0.715994119644165
0.7,test,forecast/mse,1.1185942888259888
0.7,test,forecast/rmse,1.0576361798019152
0.7,test,forecast/mae,0.7782368063926697
0.75,test,forecast/mse,1.2951712608337402
0.75,test,forecast/rmse,1.1380559128767533
0.75,test,forecast/mae,0.8412558436393738
0.8,test,forecast/mse,1.4868398904800415
0.8,test,forecast/rmse,1.2193604432160499
0.8,test,forecast/mae,0.9044116139411926
0.85,test,forecast/mse,1.6919456720352173
0.85,test,forecast/rmse,1.300748120135185
0.85,test,forecast/mae,0.9672626256942749
0.9,test,forecast/mse,1.9089733362197876
0.9,test,forecast/rmse,1.38165601226202
0.9,test,forecast/mae,1.0296155214309692
0.95,test,forecast/mse,2.1367549896240234
0.95,test,forecast/rmse,1.4617643413437145
0.95,test,forecast/mae,1.0913169384002686
1.0,test,forecast/mse,2.3744492530822754
1.0,test,forecast/rmse,1.540924804486668
1.0,test,forecast/mae,1.1522760391235352
1.05,test,forecast/mse,2.621452808380127
1.05,test,forecast/rmse,1.6190901174363725
1.05,test,forecast/mae,1.2124580144882202
1.1,test,forecast/mse,2.8772711753845215
1.1,test,forecast/rmse,1.6962520966485264
1.1,test,forecast/mae,1.2718514204025269
1.15,test,forecast/mse,3.1415581703186035
1.15,test,forecast/rmse,1.7724441233276167
