i,j,cosine,temporal_distance
0,0,1.0,0
0,1,0.29097697641400694,1
0,2,0.1355975371215285,2
1,0,0.29097697641400694,1
1,1,1.0,0
1,2,0.24687972226345034,1
2,0,0.1355975371215285,2
2,1,0.24687972226345034,1
2,2,1.0,0
