step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.34353434504266966,0.3333333333333333,0.11186437501504481,256,0,42
1,0.4801609126305561,0.5,0.3173131237020645,0.3333333333333333,0.11186437501504481,256,0,42
2,0.37062145833834825,0.3333333333333333,0.3891525312552656,0.3333333333333333,0.11186437501504481,256,0,42
