step,lambda_star,one_over_t,weight,one_over_n,max_dev_from_uniform,fisher_batches,fisher_seed,seed
0,1.0,1.0,0.604796255074617,0.3333333333333333,0.395203744925383,256,0,7
1,0.6954658037350798,0.5,1.3811753122973869,0.3333333333333333,0.395203744925383,256,0,7
2,0.3380094775426654,0.3333333333333333,1.0140284326279962,0.3333333333333333,0.395203744925383,256,0,7
